group,position_bp,cluster0_density,cluster1_density,cluster0_total,cluster1_total,n_sequences_in_group
Age 0,13955,1.8435752718615105e-05,3.1011665733996926e-05,24680305,40952331,114910
Age 0,13956,1.8435752718615105e-05,3.1036084368433144e-05,24680305,40952331,114910
Age 0,13957,1.8435752718615105e-05,3.1036084368433144e-05,24680305,40952331,114910
Age 0,13958,1.8435752718615105e-05,3.098724709956071e-05,24680305,40952331,114910
Age 0,13959,1.8435752718615105e-05,3.093840983068827e-05,24680305,40952331,114910
Age 0,13960,1.8395234580771995e-05,3.093840983068827e-05,24680305,40952331,114910
Age 0,13961,1.8395234580771995e-05,3.088957256181583e-05,24680305,40952331,114910
Age 0,13962,1.8395234580771995e-05,3.091399119625205e-05,24680305,40952331,114910
Age 0,13963,1.8314198305085777e-05,3.096282846512449e-05,24680305,40952331,114910
Age 0,13964,1.8273680167242667e-05,3.106050300286936e-05,24680305,40952331,114910
Age 0,13965,1.8273680167242667e-05,3.1109340271741796e-05,24680305,40952331,114910
Age 0,13966,1.8314198305085777e-05,3.108492163730558e-05,24680305,40952331,114910
Age 0,13967,1.8314198305085777e-05,3.1109340271741796e-05,24680305,40952331,114910
Age 0,13968,1.8354716442928886e-05,3.1109340271741796e-05,24680305,40952331,114910
Age 0,13969,1.8354716442928886e-05,3.118259617505045e-05,24680305,40952331,114910
Age 0,13970,1.8314198305085777e-05,3.1231433443922884e-05,24680305,40952331,114910
Age 0,13971,1.8354716442928886e-05,3.125585207835911e-05,24680305,40952331,114910
Age 0,13972,1.8354716442928886e-05,3.1231433443922884e-05,24680305,40952331,114910
Age 0,13973,1.8314198305085777e-05,3.118259617505045e-05,24680305,40952331,114910
Age 0,13974,1.8314198305085777e-05,3.106050300286936e-05,24680305,40952331,114910
Age 0,13975,1.8314198305085777e-05,3.106050300286936e-05,24680305,40952331,114910
Age 0,13976,1.8314198305085777e-05,3.106050300286936e-05,24680305,40952331,114910
Age 0,13977,1.8354716442928886e-05,3.1036084368433144e-05,24680305,40952331,114910
Age 0,13978,1.8354716442928886e-05,3.106050300286936e-05,24680305,40952331,114910
Age 0,13979,1.8395234580771995e-05,3.1011665733996926e-05,24680305,40952331,114910
Age 0,13980,1.8354716442928886e-05,3.1036084368433144e-05,24680305,40952331,114910
Age 0,13981,1.8395234580771995e-05,3.106050300286936e-05,24680305,40952331,114910
Age 0,13982,1.8435752718615105e-05,3.108492163730558e-05,24680305,40952331,114910
Age 0,13983,1.8395234580771995e-05,3.108492163730558e-05,24680305,40952331,114910
Age 0,13984,1.8354716442928886e-05,3.115817754061423e-05,24680305,40952331,114910
Age 0,13985,1.8354716442928886e-05,3.1207014809486666e-05,24680305,40952331,114910
Age 0,13986,1.8273680167242667e-05,3.1133758906178014e-05,24680305,40952331,114910
Age 0,13987,1.8192643891556445e-05,3.1133758906178014e-05,24680305,40952331,114910
Age 0,13988,1.8192643891556445e-05,3.115817754061423e-05,24680305,40952331,114910
Age 0,13989,1.8192643891556445e-05,3.1109340271741796e-05,24680305,40952331,114910
Age 0,13990,1.8192643891556445e-05,3.1133758906178014e-05,24680305,40952331,114910
Age 0,13991,1.8233162029399554e-05,3.115817754061423e-05,24680305,40952331,114910
Age 0,13992,1.8233162029399554e-05,3.1207014809486666e-05,24680305,40952331,114910
Age 0,13993,1.8192643891556445e-05,3.118259617505045e-05,24680305,40952331,114910
Age 0,13994,1.8111607615870226e-05,3.106050300286936e-05,24680305,40952331,114910
Age 0,13995,1.8111607615870226e-05,3.108492163730558e-05,24680305,40952331,114910
Age 0,13996,1.8192643891556445e-05,3.1109340271741796e-05,24680305,40952331,114910
Age 0,13997,1.8111607615870226e-05,3.1109340271741796e-05,24680305,40952331,114910
Age 0,13998,1.8111607615870226e-05,3.115817754061423e-05,24680305,40952331,114910
Age 0,13999,1.8030571340184004e-05,3.118259617505045e-05,24680305,40952331,114910
Age 0,14000,1.8071089478027117e-05,3.1231433443922884e-05,24680305,40952331,114910
Age 0,14001,1.8071089478027117e-05,3.130468934723154e-05,24680305,40952331,114910
Age 0,14002,1.8071089478027117e-05,3.125585207835911e-05,24680305,40952331,114910
Age 0,14003,1.8071089478027117e-05,3.125585207835911e-05,24680305,40952331,114910
Age 0,14004,1.8071089478027117e-05,3.125585207835911e-05,24680305,40952331,114910
Age 0,14005,1.8071089478027117e-05,3.1280270712795326e-05,24680305,40952331,114910
Age 0,14006,1.8111607615870226e-05,3.145120115384885e-05,24680305,40952331,114910
Age 0,14007,1.8233162029399554e-05,3.15244570571575e-05,24680305,40952331,114910
Age 0,14008,1.8152125753713336e-05,3.1548875691593725e-05,24680305,40952331,114910
Age 0,14009,1.8152125753713336e-05,3.15244570571575e-05,24680305,40952331,114910
Age 0,14010,1.8111607615870226e-05,3.162213159490238e-05,24680305,40952331,114910
Age 0,14011,1.8152125753713336e-05,3.157329432602994e-05,24680305,40952331,114910
Age 0,14012,1.8111607615870226e-05,3.15244570571575e-05,24680305,40952331,114910
Age 0,14013,1.8071089478027117e-05,3.1475619788285066e-05,24680305,40952331,114910
Age 0,14014,1.8111607615870226e-05,3.145120115384885e-05,24680305,40952331,114910
Age 0,14015,1.8111607615870226e-05,3.150003842272128e-05,24680305,40952331,114910
Age 0,14016,1.8111607615870226e-05,3.1548875691593725e-05,24680305,40952331,114910
Age 0,14017,1.8111607615870226e-05,3.15244570571575e-05,24680305,40952331,114910
Age 0,14018,1.8152125753713336e-05,3.159771296046616e-05,24680305,40952331,114910
Age 0,14019,1.8111607615870226e-05,3.162213159490238e-05,24680305,40952331,114910
Age 0,14020,1.8152125753713336e-05,3.162213159490238e-05,24680305,40952331,114910
Age 0,14021,1.8192643891556445e-05,3.1646550229338595e-05,24680305,40952331,114910
Age 0,14022,1.8273680167242667e-05,3.171980613264725e-05,24680305,40952331,114910
Age 0,14023,1.8314198305085777e-05,3.1841899304828335e-05,24680305,40952331,114910
Age 0,14024,1.8314198305085777e-05,3.186631793926456e-05,24680305,40952331,114910
Age 0,14025,1.8314198305085777e-05,3.1988411111445646e-05,24680305,40952331,114910
Age 0,14026,1.8354716442928886e-05,3.1988411111445646e-05,24680305,40952331,114910
Age 0,14027,1.8314198305085777e-05,3.203724838031808e-05,24680305,40952331,114910
Age 0,14028,1.8395234580771995e-05,3.1988411111445646e-05,24680305,40952331,114910
Age 0,14029,1.8395234580771995e-05,3.193957384257321e-05,24680305,40952331,114910
Age 0,14030,1.8395234580771995e-05,3.193957384257321e-05,24680305,40952331,114910
Age 0,14031,1.8395234580771995e-05,3.186631793926456e-05,24680305,40952331,114910
Age 0,14032,1.8395234580771995e-05,3.181748067039212e-05,24680305,40952331,114910
Age 0,14033,1.8395234580771995e-05,3.1841899304828335e-05,24680305,40952331,114910
Age 0,14034,1.8273680167242667e-05,3.1890736573700776e-05,24680305,40952331,114910
Age 0,14035,1.8273680167242667e-05,3.1841899304828335e-05,24680305,40952331,114910
Age 0,14036,1.8273680167242667e-05,3.1915155208136994e-05,24680305,40952331,114910
Age 0,14037,1.8314198305085777e-05,3.1915155208136994e-05,24680305,40952331,114910
Age 0,14038,1.8314198305085777e-05,3.186631793926456e-05,24680305,40952331,114910
Age 0,14039,1.8354716442928886e-05,3.1890736573700776e-05,24680305,40952331,114910
Age 0,14040,1.8314198305085777e-05,3.193957384257321e-05,24680305,40952331,114910
Age 0,14041,1.8233162029399554e-05,3.186631793926456e-05,24680305,40952331,114910
Age 0,14042,1.8233162029399554e-05,3.17930620359559e-05,24680305,40952331,114910
Age 0,14043,1.8233162029399554e-05,3.176864340151968e-05,24680305,40952331,114910
Age 0,14044,1.8233162029399554e-05,3.1744224767083465e-05,24680305,40952331,114910
Age 0,14045,1.8233162029399554e-05,3.1744224767083465e-05,24680305,40952331,114910
Age 0,14046,1.8233162029399554e-05,3.1744224767083465e-05,24680305,40952331,114910
Age 0,14047,1.8233162029399554e-05,3.17930620359559e-05,24680305,40952331,114910
Age 0,14048,1.8192643891556445e-05,3.181748067039212e-05,24680305,40952331,114910
Age 0,14049,1.8192643891556445e-05,3.1890736573700776e-05,24680305,40952331,114910
Age 0,14050,1.8152125753713336e-05,3.196399247700943e-05,24680305,40952331,114910
Age 0,14051,1.8152125753713336e-05,3.203724838031808e-05,24680305,40952331,114910
Age 0,14052,1.8152125753713336e-05,3.213492291806295e-05,24680305,40952331,114910
Age 0,14053,1.8192643891556445e-05,3.2159341552499176e-05,24680305,40952331,114910
Age 0,14054,1.8192643891556445e-05,3.220817882137161e-05,24680305,40952331,114910
Age 0,14055,1.8152125753713336e-05,3.220817882137161e-05,24680305,40952331,114910
Age 0,14056,1.8111607615870226e-05,3.220817882137161e-05,24680305,40952331,114910
Age 0,14057,1.8111607615870226e-05,3.23302719935527e-05,24680305,40952331,114910
Age 0,14058,1.8152125753713336e-05,3.245236516573379e-05,24680305,40952331,114910
Age 0,14059,1.8152125753713336e-05,3.250120243460623e-05,24680305,40952331,114910
Age 0,14060,1.8071089478027117e-05,3.245236516573379e-05,24680305,40952331,114910
Age 0,14061,1.8152125753713336e-05,3.237910926242513e-05,24680305,40952331,114910
Age 0,14062,1.8192643891556445e-05,3.237910926242513e-05,24680305,40952331,114910
Age 0,14063,1.8233162029399554e-05,3.240352789686135e-05,24680305,40952331,114910
Age 0,14064,1.8314198305085777e-05,3.245236516573379e-05,24680305,40952331,114910
Age 0,14065,1.8233162029399554e-05,3.245236516573379e-05,24680305,40952331,114910
Age 0,14066,1.8233162029399554e-05,3.240352789686135e-05,24680305,40952331,114910
Age 0,14067,1.8233162029399554e-05,3.245236516573379e-05,24680305,40952331,114910
Age 0,14068,1.8233162029399554e-05,3.245236516573379e-05,24680305,40952331,114910
Age 0,14069,1.8233162029399554e-05,3.242794653129757e-05,24680305,40952331,114910
Age 0,14070,1.8192643891556445e-05,3.245236516573379e-05,24680305,40952331,114910
Age 0,14071,1.8152125753713336e-05,3.257445833791488e-05,24680305,40952331,114910
Age 0,14072,1.8111607615870226e-05,3.264771424122353e-05,24680305,40952331,114910
Age 0,14073,1.8233162029399554e-05,3.269655151009597e-05,24680305,40952331,114910
Age 0,14074,1.8233162029399554e-05,3.264771424122353e-05,24680305,40952331,114910
Age 0,14075,1.8192643891556445e-05,3.264771424122353e-05,24680305,40952331,114910
Age 0,14076,1.8233162029399554e-05,3.25988769723511e-05,24680305,40952331,114910
Age 0,14077,1.8192643891556445e-05,3.2623295606787315e-05,24680305,40952331,114910
Age 0,14078,1.8192643891556445e-05,3.269655151009597e-05,24680305,40952331,114910
Age 0,14079,1.8192643891556445e-05,3.274538877896841e-05,24680305,40952331,114910
Age 0,14080,1.8233162029399554e-05,3.2720970144532185e-05,24680305,40952331,114910
Age 0,14081,1.8233162029399554e-05,3.274538877896841e-05,24680305,40952331,114910
Age 0,14082,1.8273680167242667e-05,3.274538877896841e-05,24680305,40952331,114910
Age 0,14083,1.8233162029399554e-05,3.284306331671328e-05,24680305,40952331,114910
Age 0,14084,1.8233162029399554e-05,3.2867481951149496e-05,24680305,40952331,114910
Age 0,14085,1.8273680167242667e-05,3.284306331671328e-05,24680305,40952331,114910
Age 0,14086,1.8354716442928886e-05,3.2867481951149496e-05,24680305,40952331,114910
Age 0,14087,1.8354716442928886e-05,3.281864468227706e-05,24680305,40952331,114910
Age 0,14088,1.8354716442928886e-05,3.2867481951149496e-05,24680305,40952331,114910
Age 0,14089,1.8395234580771995e-05,3.284306331671328e-05,24680305,40952331,114910
Age 0,14090,1.8395234580771995e-05,3.281864468227706e-05,24680305,40952331,114910
Age 0,14091,1.8435752718615105e-05,3.2769807413404627e-05,24680305,40952331,114910
Age 0,14092,1.8395234580771995e-05,3.284306331671328e-05,24680305,40952331,114910
Age 0,14093,1.8435752718615105e-05,3.2867481951149496e-05,24680305,40952331,114910
Age 0,14094,1.8476270856458217e-05,3.281864468227706e-05,24680305,40952331,114910
Age 0,14095,1.8476270856458217e-05,3.2891900585585714e-05,24680305,40952331,114910
Age 0,14096,1.8557307132144436e-05,3.2891900585585714e-05,24680305,40952331,114910
Age 0,14097,1.863834340783066e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14098,1.8597825269987546e-05,3.306283102663924e-05,24680305,40952331,114910
Age 0,14099,1.863834340783066e-05,3.308724966107546e-05,24680305,40952331,114910
Age 0,14100,1.8678861545673768e-05,3.308724966107546e-05,24680305,40952331,114910
Age 0,14101,1.8678861545673768e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14102,1.8678861545673768e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14103,1.8678861545673768e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14104,1.863834340783066e-05,3.333143600543764e-05,24680305,40952331,114910
Age 0,14105,1.8597825269987546e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14106,1.8597825269987546e-05,3.342911054318251e-05,24680305,40952331,114910
Age 0,14107,1.863834340783066e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14108,1.8557307132144436e-05,3.347794781205495e-05,24680305,40952331,114910
Age 0,14109,1.8516788994301327e-05,3.3404691908746295e-05,24680305,40952331,114910
Age 0,14110,1.8435752718615105e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14111,1.8476270856458217e-05,3.3502366446491165e-05,24680305,40952331,114910
Age 0,14112,1.8435752718615105e-05,3.352678508092738e-05,24680305,40952331,114910
Age 0,14113,1.8435752718615105e-05,3.352678508092738e-05,24680305,40952331,114910
Age 0,14114,1.8354716442928886e-05,3.35512037153636e-05,24680305,40952331,114910
Age 0,14115,1.8354716442928886e-05,3.35512037153636e-05,24680305,40952331,114910
Age 0,14116,1.8395234580771995e-05,3.3600040984236035e-05,24680305,40952331,114910
Age 0,14117,1.8435752718615105e-05,3.35512037153636e-05,24680305,40952331,114910
Age 0,14118,1.8476270856458217e-05,3.352678508092738e-05,24680305,40952331,114910
Age 0,14119,1.8435752718615105e-05,3.357562234979982e-05,24680305,40952331,114910
Age 0,14120,1.8476270856458217e-05,3.3673296887544694e-05,24680305,40952331,114910
Age 0,14121,1.8435752718615105e-05,3.369771552198091e-05,24680305,40952331,114910
Age 0,14122,1.8435752718615105e-05,3.3746552790853347e-05,24680305,40952331,114910
Age 0,14123,1.8435752718615105e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14124,1.8435752718615105e-05,3.3746552790853347e-05,24680305,40952331,114910
Age 0,14125,1.8395234580771995e-05,3.372213415641713e-05,24680305,40952331,114910
Age 0,14126,1.8395234580771995e-05,3.372213415641713e-05,24680305,40952331,114910
Age 0,14127,1.8516788994301327e-05,3.379539005972578e-05,24680305,40952331,114910
Age 0,14128,1.8476270856458217e-05,3.3868645963034434e-05,24680305,40952331,114910
Age 0,14129,1.8516788994301327e-05,3.3746552790853347e-05,24680305,40952331,114910
Age 0,14130,1.8516788994301327e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14131,1.8516788994301327e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14132,1.8516788994301327e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14133,1.8476270856458217e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14134,1.8395234580771995e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14135,1.8395234580771995e-05,3.379539005972578e-05,24680305,40952331,114910
Age 0,14136,1.8354716442928886e-05,3.372213415641713e-05,24680305,40952331,114910
Age 0,14137,1.8314198305085777e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14138,1.8314198305085777e-05,3.379539005972578e-05,24680305,40952331,114910
Age 0,14139,1.8273680167242667e-05,3.3819808694162e-05,24680305,40952331,114910
Age 0,14140,1.8354716442928886e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14141,1.8314198305085777e-05,3.379539005972578e-05,24680305,40952331,114910
Age 0,14142,1.8354716442928886e-05,3.379539005972578e-05,24680305,40952331,114910
Age 0,14143,1.8435752718615105e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14144,1.8395234580771995e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14145,1.8395234580771995e-05,3.379539005972578e-05,24680305,40952331,114910
Age 0,14146,1.8354716442928886e-05,3.3770971425289564e-05,24680305,40952331,114910
Age 0,14147,1.8354716442928886e-05,3.372213415641713e-05,24680305,40952331,114910
Age 0,14148,1.8314198305085777e-05,3.3673296887544694e-05,24680305,40952331,114910
Age 0,14149,1.8314198305085777e-05,3.3673296887544694e-05,24680305,40952331,114910
Age 0,14150,1.8314198305085777e-05,3.3648878253108477e-05,24680305,40952331,114910
Age 0,14151,1.8314198305085777e-05,3.362445961867226e-05,24680305,40952331,114910
Age 0,14152,1.8273680167242667e-05,3.3600040984236035e-05,24680305,40952331,114910
Age 0,14153,1.8233162029399554e-05,3.3600040984236035e-05,24680305,40952331,114910
Age 0,14154,1.8192643891556445e-05,3.35512037153636e-05,24680305,40952331,114910
Age 0,14155,1.8152125753713336e-05,3.3502366446491165e-05,24680305,40952331,114910
Age 0,14156,1.8111607615870226e-05,3.347794781205495e-05,24680305,40952331,114910
Age 0,14157,1.8152125753713336e-05,3.347794781205495e-05,24680305,40952331,114910
Age 0,14158,1.8152125753713336e-05,3.3502366446491165e-05,24680305,40952331,114910
Age 0,14159,1.8192643891556445e-05,3.342911054318251e-05,24680305,40952331,114910
Age 0,14160,1.8192643891556445e-05,3.342911054318251e-05,24680305,40952331,114910
Age 0,14161,1.8152125753713336e-05,3.3404691908746295e-05,24680305,40952331,114910
Age 0,14162,1.8111607615870226e-05,3.342911054318251e-05,24680305,40952331,114910
Age 0,14163,1.8111607615870226e-05,3.3502366446491165e-05,24680305,40952331,114910
Age 0,14164,1.8152125753713336e-05,3.35512037153636e-05,24680305,40952331,114910
Age 0,14165,1.8152125753713336e-05,3.347794781205495e-05,24680305,40952331,114910
Age 0,14166,1.8192643891556445e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14167,1.8111607615870226e-05,3.347794781205495e-05,24680305,40952331,114910
Age 0,14168,1.8071089478027117e-05,3.338027327431008e-05,24680305,40952331,114910
Age 0,14169,1.7990053202340895e-05,3.3404691908746295e-05,24680305,40952331,114910
Age 0,14170,1.8030571340184004e-05,3.3404691908746295e-05,24680305,40952331,114910
Age 0,14171,1.7990053202340895e-05,3.335585463987386e-05,24680305,40952331,114910
Age 0,14172,1.7990053202340895e-05,3.338027327431008e-05,24680305,40952331,114910
Age 0,14173,1.7990053202340895e-05,3.3404691908746295e-05,24680305,40952331,114910
Age 0,14174,1.7990053202340895e-05,3.342911054318251e-05,24680305,40952331,114910
Age 0,14175,1.7990053202340895e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14176,1.7909016926654676e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14177,1.7909016926654676e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14178,1.7949535064497785e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14179,1.7909016926654676e-05,3.347794781205495e-05,24680305,40952331,114910
Age 0,14180,1.7827980650968454e-05,3.347794781205495e-05,24680305,40952331,114910
Age 0,14181,1.7827980650968454e-05,3.345352917761873e-05,24680305,40952331,114910
Age 0,14182,1.7827980650968454e-05,3.3404691908746295e-05,24680305,40952331,114910
Age 0,14183,1.7787462513125344e-05,3.338027327431008e-05,24680305,40952331,114910
Age 0,14184,1.7706426237439125e-05,3.32825987365652e-05,24680305,40952331,114910
Age 0,14185,1.7746944375282235e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14186,1.7706426237439125e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14187,1.7665908099596013e-05,3.311166829551168e-05,24680305,40952331,114910
Age 0,14188,1.7665908099596013e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14189,1.7665908099596013e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14190,1.7625389961752903e-05,3.318492419882033e-05,24680305,40952331,114910
Age 0,14191,1.7625389961752903e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14192,1.7584871823909794e-05,3.32825987365652e-05,24680305,40952331,114910
Age 0,14193,1.7544353686066684e-05,3.325818010212898e-05,24680305,40952331,114910
Age 0,14194,1.7625389961752903e-05,3.330701737100142e-05,24680305,40952331,114910
Age 0,14195,1.7625389961752903e-05,3.32825987365652e-05,24680305,40952331,114910
Age 0,14196,1.7625389961752903e-05,3.333143600543764e-05,24680305,40952331,114910
Age 0,14197,1.7625389961752903e-05,3.333143600543764e-05,24680305,40952331,114910
Age 0,14198,1.7625389961752903e-05,3.333143600543764e-05,24680305,40952331,114910
Age 0,14199,1.7625389961752903e-05,3.32825987365652e-05,24680305,40952331,114910
Age 0,14200,1.7665908099596013e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14201,1.7584871823909794e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14202,1.7584871823909794e-05,3.325818010212898e-05,24680305,40952331,114910
Age 0,14203,1.7625389961752903e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14204,1.7625389961752903e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14205,1.7625389961752903e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14206,1.7625389961752903e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14207,1.7625389961752903e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14208,1.7665908099596013e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14209,1.7746944375282235e-05,3.306283102663924e-05,24680305,40952331,114910
Age 0,14210,1.7706426237439125e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14211,1.7665908099596013e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14212,1.7665908099596013e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14213,1.7746944375282235e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14214,1.7706426237439125e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14215,1.7706426237439125e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14216,1.7706426237439125e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14217,1.7706426237439125e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14218,1.7665908099596013e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14219,1.7665908099596013e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14220,1.7665908099596013e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14221,1.7665908099596013e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14222,1.7706426237439125e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14223,1.7665908099596013e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14224,1.7625389961752903e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14225,1.7625389961752903e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14226,1.7584871823909794e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14227,1.7665908099596013e-05,3.306283102663924e-05,24680305,40952331,114910
Age 0,14228,1.7665908099596013e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14229,1.7706426237439125e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14230,1.7706426237439125e-05,3.306283102663924e-05,24680305,40952331,114910
Age 0,14231,1.7706426237439125e-05,3.311166829551168e-05,24680305,40952331,114910
Age 0,14232,1.7706426237439125e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14233,1.7706426237439125e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14234,1.7706426237439125e-05,3.318492419882033e-05,24680305,40952331,114910
Age 0,14235,1.7787462513125344e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14236,1.7827980650968454e-05,3.318492419882033e-05,24680305,40952331,114910
Age 0,14237,1.7787462513125344e-05,3.325818010212898e-05,24680305,40952331,114910
Age 0,14238,1.7706426237439125e-05,3.32825987365652e-05,24680305,40952331,114910
Age 0,14239,1.7746944375282235e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14240,1.7746944375282235e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14241,1.7665908099596013e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14242,1.7665908099596013e-05,3.318492419882033e-05,24680305,40952331,114910
Age 0,14243,1.7665908099596013e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14244,1.7665908099596013e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14245,1.7665908099596013e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14246,1.7584871823909794e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14247,1.7544353686066684e-05,3.3233761467692766e-05,24680305,40952331,114910
Age 0,14248,1.7544353686066684e-05,3.320934283325655e-05,24680305,40952331,114910
Age 0,14249,1.7544353686066684e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14250,1.7544353686066684e-05,3.316050556438411e-05,24680305,40952331,114910
Age 0,14251,1.7544353686066684e-05,3.318492419882033e-05,24680305,40952331,114910
Age 0,14252,1.7584871823909794e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14253,1.7584871823909794e-05,3.306283102663924e-05,24680305,40952331,114910
Age 0,14254,1.7544353686066684e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14255,1.7503835548223575e-05,3.294073785445815e-05,24680305,40952331,114910
Age 0,14256,1.7503835548223575e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14257,1.7463317410380462e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14258,1.7382281134694243e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14259,1.7382281134694243e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14260,1.7341762996851134e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14261,1.7341762996851134e-05,3.3038412392203026e-05,24680305,40952331,114910
Age 0,14262,1.730124485900802e-05,3.3038412392203026e-05,24680305,40952331,114910
Age 0,14263,1.7220208583321802e-05,3.306283102663924e-05,24680305,40952331,114910
Age 0,14264,1.7220208583321802e-05,3.30139937577668e-05,24680305,40952331,114910
Age 0,14265,1.7220208583321802e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14266,1.7220208583321802e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14267,1.7220208583321802e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14268,1.7260726721164912e-05,3.291631922002193e-05,24680305,40952331,114910
Age 0,14269,1.7220208583321802e-05,3.294073785445815e-05,24680305,40952331,114910
Age 0,14270,1.7179690445478693e-05,3.2965156488894366e-05,24680305,40952331,114910
Age 0,14271,1.7260726721164912e-05,3.294073785445815e-05,24680305,40952331,114910
Age 0,14272,1.7260726721164912e-05,3.2989575123330584e-05,24680305,40952331,114910
Age 0,14273,1.7260726721164912e-05,3.3038412392203026e-05,24680305,40952331,114910
Age 0,14274,1.7260726721164912e-05,3.3038412392203026e-05,24680305,40952331,114910
Age 0,14275,1.709865416979247e-05,3.3038412392203026e-05,24680305,40952331,114910
Age 0,14276,1.709865416979247e-05,3.308724966107546e-05,24680305,40952331,114910
Age 0,14277,1.709865416979247e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14278,1.705813603194936e-05,3.318492419882033e-05,24680305,40952331,114910
Age 0,14279,1.705813603194936e-05,3.311166829551168e-05,24680305,40952331,114910
Age 0,14280,1.7017617894106252e-05,3.3136086929947896e-05,24680305,40952331,114910
Age 0,14281,1.7017617894106252e-05,3.311166829551168e-05,24680305,40952331,114910
Age 0,14282,1.7017617894106252e-05,3.308724966107546e-05,24680305,40952331,114910
Age 0,14283,1.6977099756263143e-05,3.306283102663924e-05,24680305,40952331,114910
